text,topic,relevant_to_model fit linear likelihood value,similarity_to_model fit linear likelihood value,relevant_to_model plot data response residuals,similarity_to_model plot data response residuals,relevant_to_data effects model random analysis,similarity_to_data effects model random analysis,relevant_to_data model tree linear regression,similarity_to_data model tree linear regression,relevant_to_model data test deviance log,similarity_to_model data test deviance log
"> data(ozone) 
> summary(ozone) 
> pairs(ozone,pch=""."") 
The plots (not shown) reveal several nonlinear relationships indicating that a linear 
regression might not be appropriate without the addition of some transformations. Now 
fit a tree: 
> library(rpart) 
> (roz <- rpart(03 ~ .,ozone)) 
n= 330 
node), split, n, deviance, Yval 
     * denotes terminal node 
1) root 330 21115.00 11.7760 
   2) temp< 67.5 214   4114.30 7.4252 
     4) ibh>=3573.5 108   689.63 5.1481 * 
     5) ibh< 3573.5 106  2294.10 9.7453 
      10) dpg< -9.5 35   362.69 6.4571 * 
      11) dpg>= −9.5 71  1366.50 11.3660 
        22) ibt< 159 40   287.90 9.0500 * 
        23) ibt>=159 31   587.10 14.3550 * 
   3) temp>=67.5 116  5478.40 19.8020 
     6) ibt< 226.5 55  1276.80 15.9450 
      12) humidity< 59.5 10   167.60 10.8000 * 
      13) humidity>=59.5 45   785.64 17.0890 * 
     7) ibt>=226.5 61  2646.30 23.2790 
      14) doy>=306.5 8   398.00 16.0000 * 
      15) doy< 306.5 53  1760.50 24.3770 
        30) vis>=55 36  1149.90 22.9440 * 
        31) vis< 55 17   380.12 27.4120 * 
We see that the first split (nodes 2 and 3) is on temperature, 214 observations have 
temperatures less than 67.5 w ith a mean response value of 7.4, whereas 116 observations 
have temperatures greater than 67.5 with a mean response value of 20. The total RSS has 
been reduced from 21,000 to 4100+5500=9600. Although the relevant information can be gleaned from the text-based output, a graphical display is nicer as in Figure 13.1. In the 
first version of the plot, the depth of the branches is proportional to the reduction in error 
due to the split. The disadvantage is that the labels can be hard to read in lower parts of the tree where the reduc tion in error is much smaller. The second version of the plot uses 
a uniform spacing to allow more room for labeling: 
> plot(roz,margin=.10) 
> text(roz) 
> plot(roz,compress=T,uniform=T,branch=0.4,margin=.10) 
> text(roz) 
We see that the first split on temperature produces a large reduction in the RSS. Some of the subsequent splits do not do much. The immediate message is that high  Extending the linear model with R     280",4,False,0.19677141,True,0.3699758,False,0.12814379,True,0.5236163,False,0.15690655
"Figure 13.1 Tree model for the ozone 
data. On the left, the depth of the branches is proportional to the improvement in fit. On the right, the depth is held constant to improve readability. If the logical condition at a node is true, follow the branch to the 
left. 
temperatures are associated with high ozon e levels. A regression tree is a regression 
model, so diagnostics are called for: 
> plot(predict(roz), residuals(roz), 
xlab=""Fitted"",ylab=""Residuals”) 
> qqnorm(residuals(roz)) 
See Figure 13.2. There are no visible problems here. If nonconstant variance is observed, 
one might consider transforming the respons e. Trees are also somewhat sensitive to 
outliers as they are based on local means. Outliers may be observed in the QQ plot, but, 
as with linear models, they ma y conceal themselves and be influential on the fit. Suppose 
we wanted to predict the response for a ne w value—for example the median value in the 
dataset:  
> (x0 <- apply(ozone[,-1],2,median)) 
      vh     wind 
humidity     temp     ibh     dpg     ibt     vis 
   5760.0     5.0     64.0     62.0  2112.5    24.0   1
67.5   120.0 
      doy 
    205.5 
> predict (roz, data.frame(t(x0))) 
     1 
14.355 Trees     281",0,False,0.15924615,True,0.34079844,False,0.17018132,True,0.4421379,False,0.1448954
"You should be able to verify this prediction by following the splits down through the tree 
shown in Figure 13.1. 
 
Figure 13.2 Residuals and fitted values 
for the tree model of the Ozone data 
are shown in the left panel. A QQ plot of the residuals is shown in the right 
panel.  
13.2 Tree Pruning  
The recursive partitioning algorithm describes how to grow the tree, but what is the 
optimal size for the tree? The default form of rpart does restrict the size of the tree, but 
some intervention is probably necessary to select the best tree size. 
One possibility, called a greedy strategy,  is to keep partitioning until the reduction in 
overall cost (RSS for this type of tree) is not reduced by more than ε. However, it is 
difficult to set ε in a sensible way. Furthermore, a greedy strategy may stop too soon. For 
example, consider data laid out in Ta ble 13.1: Neither the horizontal nor  
x2 1 2 
  2 1 
    x1 
Table 13.1 There are four data points arranged in a 
square. The number shows the value of y at that 
point.  
the vertical split will improve the fit at all. Both splits are required to get a better fit. 
However, this drawback is common to most tr ee-growing strategies as looking more than 
one step ahead greatly increases the numb er of splits that must be considered. Extending the linear model with R     282",3,False,0.14182046,False,0.11923055,False,0.103458256,True,0.49023455,False,0.11603519
"Nevertheless, it does illustrate the point that the incremental improvements due to each 
expansion of the tree may not necessarily be always decreasing. 
The observed RSS for a tree will be an underestimate of how well the tree will make 
predictions. This phenomenon is common to most models. One generic method of obtaining a better estimate of predictive ability is cross-validation (CV). 
For a given tree, leave out one observation,  recalculate the tree and use that tree to 
predict the left-out observation. For regression, this criterion would be: 
   
where 
 denotes the predicted value of the tree given the input xj when case j is not 
used in the construction of the tree. For other types of tree, a different criterion would be 
used. For classification problems, it might be the deviance. CV is a more realistic 
estimate of how the tree will perform in pr actice. Leave-out-one cross-validation is 
computationally expensive for trees so usually k-fold cross-validation is used. The data is 
randomly divided into k roughly equal parts and the remainder is used to predict those 
left out. As well as being less expensive computationally than the full leave-out-one 
method, it may even work bette r. One drawback is that th e partition is random so that 
repeating the method will give different numerical results. 
However, there may be very many possible trees if we consider all subsets of a large 
tree; cross-validation would just be too expensive. We need a method to reduce the set of trees to be considered to just those that are worth considering. This is where cost-
complexity pruning is useful. We define a cost-complexity function for trees: 
   
If λ is large, then the tree that minimizes this  cost will be small and vice versa. We can 
determine the best tree of any given size by growing a large tree and then pruning it back. Given a tree of size n, we can determine the best tree of size n−1 by considering all the 
possible ways of combining adjacent nodes. We pick the one that increases the fit 
criterion by the least amount. The strategy is  akin to backward elimination in linear 
regression variable selection except that it can be shown that it generates the optimal 
sequence of trees of a given size. 
We now use cross-validation to select from this sequence of trees. By default, rpart 
selects a tree size that may not be large enough to include all those trees we might want to 
consider. We force it to cons ider a larger tree and then examine the cross-validation 
criterion for all the subtrees. The paramete r cp plays a similar role to the smoothing 
parameter in nonparametric regression and is defined as the ratio of λ to the RSS of the 
root tree (a tree with no branches). When  we call rpart initially, it computes the whole 
sequence of trees and we merely need to use functions like printcp to examine the 
intermediate possibilities: 
> roze <- rpart(03 ~ .,ozone,cp=0.001) 
> printcp(roze) 
        CP nsplit rel error xerror   xstd Trees     283",3,False,0.036296427,False,0.021592356,False,0.09706361,True,0.48396003,False,0.09776139
"You can get some fancier output by: 
> post (roz, filename="""") 
If you do not specify the filename, nothing w ill appear on-screen, but you will find a file 
called roz.ps in the directory from which you started R. See Figure 13.4: Let’s compare 
the result to the earlier linear regression. We achieved an R2 of about 70% using only six 
parameters in the previous chapter. We ca n select a tree with five splits and hence 
effectively six parameters and compare them: 
> rozr <- prune.rpart(roz,0.0154) 
> 1-sum(residuals(rozr)^2)/sum((ozone$03-
mean(ozone$03))^2) 
[1] 0.74603 
We see that the tree model achieved a better fit than the equivalent linear model. Of 
course, it would be a mistake to generalize from this, but it is a good demonstration of the 
value of trees. A tree fit is piecewise consta nt over the regions defined by the partitions, 
so one might not expect a par ticularly good fit. However, we can see from this example 
that it can outperform  linear regression. 
13.3 Classification Trees  
Trees can be used for several different types of response data. For the regression tree, we 
computed the mean within each partition. This is just the null model for a regression. We can extend the tree method to other types of response by fitting an appropriate null model 
on each partition. For example, we can extend  the idea to binomial, multinomial, Poisson 
and survival data by using a deviance,  instead of the RSS, as a criterion. 
Classification trees work similarly to re gression trees except the residual sum of 
squares is no longer a suitable criterion for splitting the nodes. The splits should divide 
the observations within a node so that the class types within a split are mostly of one kind (or failing that, just few kinds). We can measure the purity  of the node with several 
possible measures. Let n
ik be the number of observations of type k within terminal node i 
and pik be the observed proportion of type k within node i. Let Di be the measure for node 
i so that the total measure is ΣDi. There are several choices for Di: 
 Trees     285",3,False,0.19583294,False,0.27562904,False,0.15257785,True,0.5868634,False,0.21257678
"Figure 13.4 Final tree model for the 
ozone data.  
1. Deviance: 
   
 
  Extending the linear model with R     286",3,False,0.1770323,False,0.2756062,False,0.24715547,True,0.45665663,True,0.3079633
"2. Entropy: 
   
3. Gini index: 
   
All these measures share the characteristic th at they are minimized when all members of 
the node are of the same type. The rpart function uses the Gini index by default. 
We illustrate the classification tree method in  a problem involving the identification of 
the sex and species of an historical specimen of kangaroo. We have some training data 
consisting of 148 cases with the following variables: there are three possible species, 
Giganteus, Melanops  and Fuliginosus,  the sex of the animal and 18 skull measurements. 
The data were published in Andrews and Herzberg (1985). The historical specimen is 
from the Rijksmuseum van Natuurlijkee in Leiden which had the following skull 
measurements in the same order as in the data: 
1115 NA 748 182 NA NA 178 311 756 226 NA NA NA 48 1009 
NA 204 593 
We have a choice in how we model the response. One possibility is to form a six-level response representing all possible combinations of sex and species. Another approach is to form separate trees for identifying the sex and the species. We take the latter approach 
below, focusing on the the species. This choi ce is motivated by the belief that different 
features are likely to discriminate the sex and the species so that attempting to model 
them both in the same tree might result in a larger, more complex tree that might be less 
powerful than two smaller trees. Even so, it would be worth trying the first approach 
although we shall not do so here. We start by reading in and specifying the museum case: 
> data(kanga) 
> x0 <- c(1115, NA, 748, 182, NA, NA, 178, 311, 756, 
226, NA, NA, NA, 48, 1009, NA, 204, 593) 
We have missing values for the case to be classified. We have two options. We can build a tree model that will classify if there are missing values in the input or we can build a 
tree model that uses only variables that ar e observed. If we believe that the missing 
values were in some way informative, the first choice would be fine. In this particular 
case, that does not seem plausible, so the latter approach is preferred. However, if we want to build a model that could be used for future unspecified cases, then we would 
have to deal directly with the missing values. For this special purpose situation, where we 
want to classify one particular kangaroo, this is not a concern. 
We exclude all variables that are missing in the test case. We drop sex since we will 
not be modeling it yet. We form a convenient data frame: 
> kanga <- kanga[,c (T, F, ! is.na (x0))] 
> kanga[1:2,] Trees     287",1,False,0.025704747,False,0.07376518,False,0.18343334,True,0.33871928,False,0.12924191
"species basilar.length palate.length palate.width 
squamosal.depth 
1 
giganteus           1312           882           NA    
         180 
2 
giganteus           1439           985           230   
         150 
  lacrymal.width zygomatic.width orbital.width 
foramina.length 
1            394            782            249         
     88 
2            416            824            233         
    100 
mandible.length mandible.depth ramus.height 
           10861           179          591 
           11582           181          643 
We still have missing values in the training set. We have a number of options: 
1. Build a tree model that discretizes the predictors into factors and then treats missing 
values as another level of the factors. This might be appropriate if we think missing 
values are informative in some way. Information would be lost in the discretization. 
For this data, we have no reason to believe that the data is not missing at random and 
furthermore we have already decided to ignore the missing values in the test case. 
2. Fill in or estimate the missing values and then build a tree. We could use missing data 
fill-in methods as used in other regression problems. This is not easy to implement and 
there are concerns about the bias caused by such methods. 
3. The tree-fitting algorithm can handle missing values naturally. If a value for some case 
is not available, then it is simply excluded from the criterion. When we want to 
classify a new case with missing values, we  follow the tree down until we reach a split 
which involves a missing value in our new case  and take the majority verdict in that 
node. A more complicated approach is to allow a second-choice variable for splitting 
at a node called a surrogate split . Information on the surrogate splits may be obtained 
by using the summary command on the tree object. 
4. Leave out the missing cases entirely. 
We first check where the missing values occur:  
> apply(kanga,2,function(x) sum(is.na(x))) 
        species basilar.length palate.length 
palate.width 
              0              1             1           
24 
squamosal.depth lacrymal.width zygomatic.width 
orbital.width 
              1              0               1         
    0 
foramina.length mandible.length mandible.depth 
ramus.height Extending the linear model with R     288",4,False,0.11777204,False,0.15124898,False,0.17162316,True,0.30782086,False,0.15764391
"Figure 13.5 Historical kangaroo tree 
model. The left panel shows the three species, m=melanops, g=giganteus and f=fuliginosus, as they vary with two of the measurements. The right 
panel shows the chosen tree.  
is a factor, classification rather than regressi on is automatically used. Gini’s index is the 
default choice of criterion. Here we specify a smaller value of the complexity parameter 
cp than the default, so that la rger trees are also considered: 
> kt <- rpart(species ~ ., data=newko,cp=0.001) 
> printcp(kt) 
Root node error: 95/144 =0.66 
n= 144 
      CP nsplit rel error xerror   xstd 
1 0.1789      0     1.000  1.105 0.0561 
2 0.1053      1     0.821  0.979 0.0604 
3 0.0500      2     0.716  0.874 0.0624 
4 0.0211      6     0.516  0.800 0.0631 
5 0.0105      7     0.495  0.853 0.0627 
6 0.0010      8     0.484  0.905 0.0620 
The cross-validated error (expressed in rela tive terms in the rel er ror column) reaches a 
minimum for the six-split tree. We select this tree: 
> ktp <- prune(kt,cp=0.0211) 
> ktp 
n= 144 
node), split, n, loss, Yval, (Yprob) 
      * denotes terminal node 
1) root 144 95 fuliginosus (0.340278 0.333333 0.326389) 
  2) zygomatic.w>=923 37 13 fuliginosus (0.648649 
0.162162 0.189189) Extending the linear model with R     290",3,False,0.13224408,False,0.19019896,False,0.09299977,True,0.39969608,False,0.118473396
"pick, female. This cannot be expected to work  particularly well. Th ere is something about 
the relative  dimensions of the skulls that ought be more informative. 
One possibility is to allow splits on linear combinations of variables. This is allowed 
in some classification tree software implementations. An alternative idea is to apply the method to the principal component scores rather than the raw data. Principal components 
(PC) seek out the main directions of variation in the data and might generate more 
effective predictors for cla ssification in this example: 
> pck <- princomp(newko[,-1]) 
> pcdf <- data.frame(species=newko$species,pck$scores) 
> kt <- rpart (species ~ ., pcdf, cp=0.001) 
> printcp(kt) 
Root node error: 95/144 =0.66 
n= 144 
      CP nsplit rel error xerror   xstd 
1 0.4000      0     1.000  1.126 0.0552 
2 0.1789      1     0.600  0.621 0.0621 
3 0.0421      2     0.421  0.558 0.0609 
4 0.0105      3     0.379  0.568 0.0612 
5 0.0010      5     0.358  0.589 0.0616 
We find a significantly smaller relative CV error (0.558). Before we can predict the test 
case, we need to do some work to remove the missing values, unused variables and apply 
the principal component transformation: 
> nx0 <- x0[! is.na(x0)] 
> nx0 <- nx0 [-c(3, 9)] 
> nx0 <- (nx0-pck$center)/pck$scale 
> nx0 %*% pck$loadings 
       Comp.1  Comp.2  Comp.3  Comp.4 Comp.5 
Comp.6  Comp.7 
  [1,] 499.93 -74.834 -37.632 23.169 3.9564 16.584 -
54.017 
        Comp.8  Comp.9 
  [1,] -35.995 -16.705 
Our chosen tree is: 
> ktp <- prune.rpart(kt,0.0421) 
> ktp 
n= 144 
node), split, n, loss, Yval, (Yprob) 
      * denotes terminal node 
1) root 144 95 fuliginosus (0.340278 0.333333 0.326389) 
   2) Comp.2< -15.126 49  8 fuliginosus (0.836735 
0.040816 0.122449) * 
   3) Comp.2>=-15.126 95 49 giganteus (0.084211 
0.484211 0.431579) 
     6) Comp.4>=-9.513 63 24 giganteus (0.111111 
0.619048 0.269841) Extending the linear model with R     292",3,False,0.116191074,False,0.115484044,False,0.06768465,True,0.3504319,False,0.074087664
"2. Refer to the pima dataset described in Question 3 of Chapter 2. First take care to deal 
with the clearly mistaken obse rvations for some variables. 
(a) Fit a tree model with the result of the diabetes test as the response and all the other 
variables as predictors.  
(b) Perform diagnostics on your model, reporting any potential violations. 
(c) Predict the outcome for a woman with predictor values 1, 99, 64, 22, 76, 27, 0.25, 
25 (same order as in dataset). How certain is this prediction? 
(d) If you completed the logistic regression analysis of the data earlier, compare the 
two analyses. 
3. The dataset wbcd is described in Question 2 of Chapter 2. 
(a) Fit a tree model with Class as the response and the other nine variables as 
predictors. 
(b) Use the model to predict the outcome for a new patient with predictor variables 1, 
1, 3, 2, 1, 1,4, 1, 1 (same order as above). 
(c) Suppose that a cancer is classified as benign if p>0.5 and malignant if p<0.5. 
Compute the number of errors of both type s that will be made if this method is 
applied to the current data with the reduced model.  
(d) Suppose we change the cutoff to 0.9 so that p<0.9 is classified as malignant and 
p>0.9 as benign. Compute the number of erro rs in this case. Discuss the issues in 
determining the cutoff. 
(e) It is usually misleading to use the same data to fit a model and test its predictive 
ability. To investigate this, split the data into two parts and assign every third 
observation to a test set and the remaining two thirds of the data to a training set. 
Use the training set to determine the model and the test set to assess its predictive 
performance. Compare the outcome to the previously obtained results. 
(f) If you completed the logistic regression  analysis of the data earlier, compare the 
two analyses. 
4. The dataset uswages is drawn as a sample from the Current Population Survey in 1988. 
(a) Build a tree regression model to predict wage. 
(b) Check the diagnostics of your model. 
(c) Use your model to predict the wage of a subject with predictor characteristics 12, 
33, 0, 1, 0, 0, 0, 1, 0 where the values occur in the same order as in the data frame. 
(d) Conduct a quick linear model analysis and compare the results with the tree model. 
In particular, what do the two models say about the relationship between the 
predictors and the response? 
5. The dvisits data comes from the Australian Health Survey of 1977–78 and con-sist of 
5190 single adults where young and old have been oversampled. 
(a) Build a Poisson tree model with doctorco as the response and sex, age, agesq, 
income, levyplus, freepoor, freerepa, illness, actdays, hscore, chcond1 and chcond2 
as possible predictor variables. Consult the rpart documentation for how to specify 
a Poisson response. 
(b) Check the diagnostics. Extending the linear model with R     294",2,False,0.23530635,False,0.21062154,False,0.2903111,True,0.42781365,True,0.38629985
"(c) What sort of person would be predicted to visit the doctor the most under your 
selected model? 
(d) For the last person in the dataset, compute the predicted probability distribution for 
their visits to the doctor, i.e., give the probability they visit 0, 1, 2 etc. times. 
(e) If you have previously completed the analysis of this data in the exercises for 
Chapter 3, compare the results. Trees     295",2,False,0.20509191,False,0.15501037,True,0.30621785,False,0.23466757,False,0.2083103
"The activation functions for the hidden layer, 
 are almost always logistic. If identity 
functions are used for the hidden layer and for the output, the resulting NN is quite 
similar to the partial least squares approach of Wold, Ruhe, Wold, and Dunn (1984). We 
will set one of our inputs to be constant at one so as to allow for an intercept/bias term. 
The choice of output activation function depends on the nature of  
 
Figure 14.2 NN equivalents of 
multivariate linear regression (shown 
on the top) and polynomial regression 
(shown on the bottom).  
the response. For continuous unrestricted output, an identity function is appropriate while 
for response bounded between zero and one, su ch as a binomial proportion, a logistic 
function should be used. We show the feed-forward NN in Figure 14.3.  Extending the linear model with R     298",0,False,0.19866034,False,0.27189028,False,0.17593497,True,0.33032,False,0.16393586
"The value of the best RSS is somewhat larger  than before. We expect this since weight 
decay sacrifices some fit to the current data to obtain a more stable result. We repeat the 
assessment of the marginal effects as before  and display the results in Figure 14.5: 
> xx <- expand.grid(temp=seq(-3,3,0.1), ibh=0, ibt=0) 
> plot(xx$temp*ozscales[ 'temp']+ozmeans['temp'], 
  predict(bestnn, new=xx)*ozscales['03']+ozmeans['03'], 
xlab=""Temp”, ylab=""03"") 
> xx <- expand.grid(temp=0,ibh=seq(-3,3,0.1), ibt=0) 
> plot(xx$ibh*ozscales['ibh']+ozmeans['ibh'], 
  predict(bestnn, new=xx)*ozscales['03']+ozmeans['03'], 
xlab=""IBH"", ylab=""03"") 
> xx <- expand.grid(temp=0,ibh=0,ibt=seq(-3,3,0.1)) 
> plot(xx$ibt*ozscales['ibt']+ozmeans['ibt'], 
  predict(bestnn, new=xx)*ozscales['03']+ozmeans[ 
‘03'], xlab=""IBT"",ylab=""03"") 
 
Figure 14.5 Marginal effects of 
predictors for the NN fit with weight 
decay. Other predictors are held fixed 
at their mean values.  
We see that the fits are now plausibly smooth. Note that ibh is strictly positive in practice 
so the strange behavior for negative values is irrelevant. Compare these plots to Figure 
12.2. The shapes are similar fo r temperature and ibh. The ibt plot looks quite different 
although we have no way to assess the significance of any of the terms in the NN fit. 
NNs have interactions built in so one should also look at these. We could produce 
analogous plots to those in Figure 14.5 by varying two predictors at a time. 
Now let’s look at the full dataset. We use four hidden units because there are now 
more inputs. 
> bestrss <- 10000 
> for(i in 1:100){ 
   nnmdl <- nnet (03 ~ ., sx, size=4, linout=T,trace=F) Neural networks     303",0,False,0.13732119,True,0.32846966,False,0.16696101,False,0.1984728,False,0.1421648
"cat (nnmdl$value, ""\n”) 
   if(nnmdl$value < bestrss) 
    bestnn <- nnmdl 
    bestrss <- nnmdl$value 
}} 
> 1-bestnn$value/sum((sx[,1]-mean(sx[,1]))^2) 
[1] 0.85063 
The fit is good and there may be better minimum than we have found and increasing the 
number of hidden units would always improve the fit. The fit can be compared to those in 
previous chapters. The R2 for the linear and tree model fits  was substantially smaller, but 
these approaches place a premium on simplic ity and interpretability. The fit for the 
corresponding additive model was better, but not quite as good as the NN. But the 
additive model also has the interpretability that the NN lacks. Finally, the MARS model 
fit better and was also interpretable. 
Of course, it would be rash to draw firm conclusions from just one dataset. 
Furthermore, the value of the modeling approaches needs to be judged within the context 
of the particular problem. If explanation is the main goal of the data analysis, NNs are not 
a good choice. If prediction is the objective, we cannot judge just by the fit to the data we 
have now. It is more important how the m odel performs on future observations. We do 
not have fresh data here as we have used it a ll to fit the data. Some studies have withheld 
data for use in testing the prediction performance of the models considered. NNs have 
been generally competitive in these studies but by no means dominant. 
14.4 Conclusion  
NNs, as presented here, are a controlled flexib le class of nonlinear regression models. By 
adding more hidden units we can control the complexity of the model in a measured way from relatively simple models up to models suitable for large datasets with complex 
structure. NNs are also attrac tive because they require less expertise to use successfully 
compared to statistical models. Nevertheless the user must still pay attention to basic statistical issues involving transformation and scaling of the data and outliers and 
influential points. See Faraway and Chatfield (1998) for an example of the application of 
neural networks and how they compare with statistical methods. 
NNs are generally good for prediction but bad for understanding. The NN weights are 
almost uninterpretable. Although one can gain some insight from plotting the marginal 
effect of predictors, the NN inevitably intro duces complex interactions that often do not 
reflect reality. Furthermore, without careful  control, the NN can easily overfit the data 
resulting in overoptimistic predictions. 
NNs are quite effective for large complex datasets compared to statistical methods 
where the burden of developing an appropriate sampling model can sometimes slow or 
even block progress. NNs do lack good statis tical theory for inference, diagnostics and 
model selection. Of course, they were not developed with these statistical considerations 
in mind, but experience shows that such issues are often important. Extending the linear model with R     304",3,False,0.2987867,False,0.19900021,False,0.18027027,True,0.3913237,False,0.11529638
"APPENDIX A  
Likelihood Theory  
This appendix is just an overview of the likelihood theory used in this book. For greater 
detail or a more gentle introduction, the read er is advised to consult a book on theoretical 
statistics such as Cox and Hinkley (1974), Bickel and Doksum (1977) or Rice (1998). 
A.1 Maximum Likelihood  
Consider n independent discrete random variables, Y1,…, Y n, with probability distribution 
function f(y|θ) where θ is the, possibly vector-valued, parameter. Suppose we observe 
y=(y 1,…, y n)T, then we define the likelihood as: 
   
So the likelihood is a function of the parameter(s) given the data and is the probability of the observed data given a specified value of the parameter(s). 
For continuous random variables, Y
1,…, Y n with probability density function f(y|θ), we 
recognize that, in prac tice, we can only measure or observe data with limited precision. 
We may record yi, but this effectively indicates an observation in the range 
 so that: 
   
where 
 We can now write the likelihood as: 
   
Now provided that δi is relatively small and does not depend on θ, we may ignore it and 
the likelihood is the same as in the discrete case. 
As an example, suppose that Y is binomially distributed B(n, p) . The likelihood is: 
   
The maximum likelihood  estimate (MLE) is the value of the parameter(s) that gives the 
largest probability to the observed data, or in other words, maximizes the likelihood 
function. The value at which the maximum occurs, 
 is the maximum likelihood",0,True,0.31047654,False,0.16804737,False,0.12979762,False,0.13761932,False,0.1833135
"> nloglik <- function (p,y,n) loglik(p,y,n) - 
loglik(y/n,y,n) 
Now plot the two log-likelihoods, as seen in Figure A.1: 
> pr <- seq(0.05,0.95,by=0.01) 
> 
matplot(pr,cbind(nloglik(pr,10,25),nloglik(pr,20,50)),t
ype=""1"", 
  xlab=""p"",ylab="" log-likelihood”) 
We see that the maximum occurs at p=0.4 in each case at a value of zero because of the 
normalization. For the larger sample, we  see greater curvature and hence more 
information.  
 
Figure A. 1 Normalized binomial log-
likelihood for n =25, y=10 shown with a 
solid line and n =50, y=20 shown with a 
dotted line.  Appendix A     309",0,True,0.31252807,False,0.2135816,False,0.09962162,False,0.11145046,False,0.29840162
"Examples where likelihood can be maximized explicitly are confined to simple cases. 
Typically, numerical optimization is necessary. The Newton-Raphson  method is the most 
well-known technique. Let θ0 be an initial guess at θ, then we update using: 
θ1=θ0−H−1(θ0)u(θ0)   
where H is the Hessian matrix of second derivatives: 
   
We iterate this method, putting θ1 in place of θ0 and so on, until the procedure (hopefully) 
converges. This method works well provided the log-likelihood is smooth and convex around the maximum and that the initial value is reasonably close. In less well-behaved 
cases, several things can go wrong: 
• The likelihood has multiple maxima. The maximum that Newton-Raphson finds will 
depend on the choice of initial estimate. If you are aware that multiple maxima may 
exist, it is advisable to try multiple starting values to search for the overall maximum. 
The number and choice of these starting va lues is problematic. Such problems are 
common in fitting neural networks, but rare for generalized linear models. 
• The maximum likelihood may occur at the boundary of the parameter space. This 
means that perhaps 
 which will confuse the Newton-Raphson method. 
Mixed effect models have several variance parameters. In some cases, these are 
maximized at zero, which causes difficulties in the numerical optimization. 
• The likelihood has a large number of parameters and is quite flat in the neighborhood of 
the maximum. The Newton-Raphson method may take a long time to converge. 
The Fisher scoring method replaces H with −I and sometimes gives superior re-sults. 
This method is used in fitting GLMs and is  equivalent to iteratively reweighted least 
squares. 
A minimization function that uses a Newton-type method is available in R. We 
demonstrate its use for likelihood maximization. Note that we need to minimize  −l 
because nlm minimizes, not maximizes: 
> f <- function (x) -loglik(x,10,25) 
> mm <- nlm (f, 0.5, hessian=T) 
We use a starting value of 0.5 and find the optimum at: 
> mm$estimate 
[1] 0.4 
The inverse of the Hessian at the optimum is equal to the standard estimate of the 
variance: 
> c(1/mm$hessian, 0.4*(1-0.4)/25) 
[1] 0.0096016 0.0096000 Appendix A     310",0,True,0.3449648,False,0.09746615,False,0.013241376,False,0.108794525,False,0.11733353
